ID,City,Gender,Product Line,Tax 5%,Total,Date,Payment,COGS,Gross Margin Percentage,Gross Income,Rating
726,Phoenix,Female,Health and beauty,11.4,239.4,2/6/2019,Cash,228,4.761904762,11.4,6.6
727,Phoenix,Male,Home and lifestyle,8.3355,175.0455,1/8/2019,Credit card,166.71,4.761904762,8.3355,5.9
728,St. Louis,Male,Sports and travel,34.87,732.27,3/5/2019,Credit card,697.4,4.761904762,34.87,8.9
729,Phoenix,Male,Fashion accessories,19.452,408.492,3/16/2019,Ewallet,389.04,4.761904762,19.452,6.8
730,St. Louis,Female,Home and lifestyle,18.263,383.523,3/9/2019,Cash,365.26,4.761904762,18.263,9.3
731,Texas,Female,Fashion accessories,4.464,93.744,3/1/2019,Credit card,89.28,4.761904762,4.464,4.4
732,Texas,Male,Health and beauty,8.4,176.4,2/28/2019,Ewallet,168,4.761904762,8.4,4.8
733,Texas,Male,Fashion accessories,0.985,20.685,2/8/2019,Ewallet,19.7,4.761904762,0.985,9.5
734,St. Louis,Male,Electronic accessories,26.558,557.718,1/24/2019,Ewallet,531.16,4.761904762,26.558,8.9
735,St. Louis,Male,Food and beverages,2.686,56.406,3/1/2019,Ewallet,53.72,4.761904762,2.686,6.4
736,Phoenix,Male,Health and beauty,40.975,860.475,3/10/2019,Credit card,819.5,4.761904762,40.975,6
737,Phoenix,Female,Home and lifestyle,28.42,596.82,3/23/2019,Credit card,568.4,4.761904762,28.42,8.1
738,Phoenix,Male,Electronic accessories,29.38,616.98,1/29/2019,Ewallet,587.6,4.761904762,29.38,9
739,St. Louis,Male,Electronic accessories,36.624,769.104,1/12/2019,Ewallet,732.48,4.761904762,36.624,6
740,Texas,Male,Home and lifestyle,42.282,887.922,3/20/2019,Cash,845.64,4.761904762,42.282,9.8
741,Phoenix,Male,Home and lifestyle,19.4635,408.7335,3/23/2019,Cash,389.27,4.761904762,19.4635,8.5
742,Phoenix,Male,Food and beverages,4.2415,89.0715,1/14/2019,Ewallet,84.83,4.761904762,4.2415,8.8
743,Texas,Female,Sports and travel,7.163,150.423,2/12/2019,Ewallet,143.26,4.761904762,7.163,8.8
744,Texas,Male,Home and lifestyle,3.769,79.149,2/20/2019,Ewallet,75.38,4.761904762,3.769,9.5
745,Phoenix,Female,Sports and travel,12.668,266.028,1/2/2019,Credit card,253.36,4.761904762,12.668,5.6
746,Phoenix,Female,Food and beverages,1.921,40.341,2/2/2019,Cash,38.42,4.761904762,1.921,8.6
747,St. Louis,Male,Fashion accessories,32.615,684.915,1/8/2019,Credit card,652.3,4.761904762,32.615,5.2
748,Phoenix,Female,Home and lifestyle,2.6325,55.2825,1/30/2019,Credit card,52.65,4.761904762,2.6325,5.8
749,St. Louis,Female,Home and lifestyle,5.5305,116.1405,3/26/2019,Credit card,110.61,4.761904762,5.5305,8
750,Phoenix,Male,Health and beauty,28.4305,597.0405,1/15/2019,Cash,568.61,4.761904762,28.4305,9
751,St. Louis,Female,Fashion accessories,4.464,93.744,3/14/2019,Ewallet,89.28,4.761904762,4.464,4.1
752,Texas,Female,Food and beverages,6.82,143.22,2/3/2019,Credit card,136.4,4.761904762,6.82,8.6
753,Texas,Female,Electronic accessories,8.71,182.91,2/22/2019,Ewallet,174.2,4.761904762,8.71,7
754,St. Louis,Male,Home and lifestyle,18.32,384.72,1/24/2019,Ewallet,366.4,4.761904762,18.32,8.4
755,Phoenix,Female,Fashion accessories,12.7305,267.3405,1/25/2019,Ewallet,254.61,4.761904762,12.7305,7.4
756,Texas,Female,Fashion accessories,38.916,817.236,3/9/2019,Credit card,778.32,4.761904762,38.916,6.2
757,St. Louis,Female,Electronic accessories,14.296,300.216,2/17/2019,Ewallet,285.92,4.761904762,14.296,4.9
758,Texas,Female,Home and lifestyle,28.956,608.076,1/11/2019,Cash,579.12,4.761904762,28.956,4.5
759,Texas,Male,Food and beverages,9.425,197.925,2/27/2019,Ewallet,188.5,4.761904762,9.425,5.6
760,Texas,Female,Food and beverages,11.078,232.638,3/25/2019,Ewallet,221.56,4.761904762,11.078,8
761,St. Louis,Female,Food and beverages,38.6,810.6,2/11/2019,Credit card,772,4.761904762,38.6,5.6
762,St. Louis,Male,Electronic accessories,36.065,757.365,1/31/2019,Credit card,721.3,4.761904762,36.065,4.2
763,Texas,Female,Fashion accessories,25.552,536.592,1/20/2019,Ewallet,511.04,4.761904762,25.552,9.9
764,Texas,Female,Health and beauty,2.6725,56.1225,3/26/2019,Ewallet,53.45,4.761904762,2.6725,7.6
765,Texas,Male,Health and beauty,11.1,233.1,1/20/2019,Credit card,222,4.761904762,11.1,6.6
766,St. Louis,Female,Home and lifestyle,38.184,801.864,3/5/2019,Ewallet,763.68,4.761904762,38.184,4.7
767,Phoenix,Female,Fashion accessories,11.409,239.589,1/5/2019,Credit card,228.18,4.761904762,11.409,9.8
768,St. Louis,Male,Sports and travel,4.107,86.247,2/13/2019,Cash,82.14,4.761904762,4.107,6.3
769,St. Louis,Female,Electronic accessories,19.128,401.688,3/16/2019,Cash,382.56,4.761904762,19.128,7.9
770,Texas,Female,Home and lifestyle,3.429,72.009,1/15/2019,Cash,68.58,4.761904762,3.429,7.7
771,St. Louis,Female,Sports and travel,19.108,401.268,2/26/2019,Ewallet,382.16,4.761904762,19.108,4.5
772,Phoenix,Female,Health and beauty,30.0545,631.1445,2/27/2019,Credit card,601.09,4.761904762,30.0545,8
773,Phoenix,Female,Sports and travel,23.7965,499.7265,2/17/2019,Ewallet,475.93,4.761904762,23.7965,5.7
774,Phoenix,Female,Food and beverages,2.621,55.041,2/6/2019,Credit card,52.42,4.761904762,2.621,6.3
775,Phoenix,Male,Food and beverages,6.565,137.865,1/17/2019,Cash,131.3,4.761904762,6.565,6
776,St. Louis,Female,Food and beverages,7.215,151.515,1/22/2019,Credit card,144.3,4.761904762,7.215,8
777,Phoenix,Male,Health and beauty,22.8585,480.0285,3/5/2019,Credit card,457.17,4.761904762,22.8585,4.2
778,St. Louis,Male,Sports and travel,4.669,98.049,1/3/2019,Cash,93.38,4.761904762,4.669,9.6
779,Phoenix,Male,Sports and travel,6.3125,132.5625,3/20/2019,Cash,126.25,4.761904762,6.3125,6.1
780,St. Louis,Male,Electronic accessories,39.5415,830.3715,1/31/2019,Ewallet,790.83,4.761904762,39.5415,5.6
781,Phoenix,Male,Health and beauty,8.72,183.12,2/19/2019,Cash,174.4,4.761904762,8.72,8.3
782,Texas,Female,Sports and travel,18.952,397.992,2/11/2019,Ewallet,379.04,4.761904762,18.952,7.8
783,Texas,Female,Fashion accessories,1.531,32.151,2/5/2019,Credit card,30.62,4.761904762,1.531,4.1
784,Phoenix,Female,Home and lifestyle,17.604,369.684,3/3/2019,Cash,352.08,4.761904762,17.604,8.8
785,Phoenix,Female,Health and beauty,2.54,53.34,2/24/2019,Ewallet,50.8,4.761904762,2.54,4.1
786,Texas,Male,Electronic accessories,26.103,548.163,2/4/2019,Credit card,522.06,4.761904762,26.103,9
787,Phoenix,Male,Electronic accessories,28.756,603.876,2/19/2019,Ewallet,575.12,4.761904762,28.756,5.5
788,Phoenix,Female,Health and beauty,2.7475,57.6975,1/23/2019,Credit card,54.95,4.761904762,2.7475,9.3
789,Phoenix,Male,Health and beauty,9.0705,190.4805,1/14/2019,Credit card,181.41,4.761904762,9.0705,5.6
790,Texas,Male,Sports and travel,20.6185,432.9885,1/17/2019,Ewallet,412.37,4.761904762,20.6185,9.7
791,Texas,Male,Fashion accessories,2.3205,48.7305,3/3/2019,Credit card,46.41,4.761904762,2.3205,4
792,Phoenix,Male,Health and beauty,13.71,287.91,2/15/2019,Credit card,274.2,4.761904762,13.71,9.2
793,St. Louis,Female,Home and lifestyle,48.685,1022.385,1/15/2019,Credit card,973.7,4.761904762,48.685,4.9
794,Texas,Male,Electronic accessories,32.41,680.61,2/27/2019,Credit card,648.2,4.761904762,32.41,9.3
795,Texas,Female,Electronic accessories,4.661,97.881,2/26/2019,Credit card,93.22,4.761904762,4.661,6.6
796,St. Louis,Male,Fashion accessories,2.718,57.078,3/15/2019,Ewallet,54.36,4.761904762,2.718,4.3
797,Phoenix,Female,Home and lifestyle,3.0435,63.9135,1/24/2019,Cash,60.87,4.761904762,3.0435,5.5
798,Texas,Female,Sports and travel,12.245,257.145,2/22/2019,Cash,244.9,4.761904762,12.245,8.1
799,St. Louis,Male,Health and beauty,4.639,97.419,3/15/2019,Credit card,92.78,4.761904762,4.639,9.8
800,Phoenix,Male,Home and lifestyle,21.6725,455.1225,2/11/2019,Ewallet,433.45,4.761904762,21.6725,9.4
801,St. Louis,Male,Sports and travel,6.903,144.963,1/12/2019,Ewallet,138.06,4.761904762,6.903,7.9
802,Phoenix,Female,Electronic accessories,12.08,253.68,3/3/2019,Ewallet,241.6,4.761904762,12.08,5.1
803,Phoenix,Male,Fashion accessories,23.5865,495.3165,3/23/2019,Ewallet,471.73,4.761904762,23.5865,6.9
804,Texas,Female,Fashion accessories,22.032,462.672,3/4/2019,Cash,440.64,4.761904762,22.032,8
805,St. Louis,Female,Electronic accessories,34.0155,714.3255,2/23/2019,Cash,680.31,4.761904762,34.0155,8
806,Texas,Female,Home and lifestyle,15.494,325.374,3/17/2019,Cash,309.88,4.761904762,15.494,4.2
807,Texas,Female,Sports and travel,9.318,195.678,1/16/2019,Credit card,186.36,4.761904762,9.318,8.5
808,Texas,Female,Electronic accessories,10.046,210.966,1/8/2019,Cash,200.92,4.761904762,10.046,9
809,St. Louis,Female,Health and beauty,0.8875,18.6375,1/14/2019,Cash,17.75,4.761904762,0.8875,8.6
810,Phoenix,Female,Fashion accessories,31.09,652.89,1/31/2019,Ewallet,621.8,4.761904762,31.09,6
811,St. Louis,Male,Health and beauty,4.3,90.3,3/15/2019,Ewallet,86,4.761904762,4.3,6.2
812,Texas,Female,Electronic accessories,20.13,422.73,2/24/2019,Credit card,402.6,4.761904762,20.13,5
813,Phoenix,Female,Sports and travel,16.2425,341.0925,2/8/2019,Credit card,324.85,4.761904762,16.2425,6.5
814,Texas,Male,Electronic accessories,4.7575,99.9075,3/22/2019,Cash,95.15,4.761904762,4.7575,6
815,Texas,Female,Electronic accessories,19.448,408.408,1/24/2019,Cash,388.96,4.761904762,19.448,5
816,St. Louis,Female,Food and beverages,21.284,446.964,3/14/2019,Cryptocurrency,425.68,4.761904762,21.284,5
817,Phoenix,Female,Fashion accessories,15.904,333.984,1/23/2019,Cash,318.08,4.761904762,15.904,9.2
818,Texas,Male,Food and beverages,13.552,284.592,1/19/2019,Cryptocurrency,271.04,4.761904762,13.552,9.6
819,St. Louis,Male,Health and beauty,19.232,403.872,1/27/2019,Credit card,384.64,4.761904762,19.232,8.4
820,St. Louis,Male,Food and beverages,11.79,247.59,2/3/2019,Credit card,235.8,4.761904762,11.79,6
821,St. Louis,Male,Electronic accessories,10.578,222.138,3/25/2019,Cryptocurrency,211.56,4.761904762,10.578,6.7
822,Texas,Female,Home and lifestyle,4.768,100.128,2/24/2019,Credit card,95.36,4.761904762,4.768,4.1
823,Phoenix,Male,Sports and travel,0.5085,10.6785,2/7/2019,Cash,10.17,4.761904762,0.5085,5.9
824,Texas,Female,Health and beauty,10.3065,216.4365,3/4/2019,Cash,206.13,4.761904762,10.3065,8.7
825,St. Louis,Female,Sports and travel,21.028,441.588,2/14/2019,Credit card,420.56,4.761904762,21.028,4.5
826,Texas,Female,Sports and travel,4.402,92.442,1/29/2019,Credit card,88.04,4.761904762,4.402,6.6
827,St. Louis,Female,Health and beauty,32.4495,681.4395,1/28/2019,Credit card,648.99,4.761904762,32.4495,7.7
828,Texas,Male,Fashion accessories,6.192,130.032,3/26/2019,Credit card,123.84,4.761904762,6.192,8.5
829,Phoenix,Male,Electronic accessories,32.475,681.975,3/24/2019,Cash,649.5,4.761904762,32.475,5.2
830,Texas,Female,Electronic accessories,37.11,779.31,1/1/2019,Credit card,742.2,4.761904762,37.11,4.3
831,Texas,Male,Electronic accessories,4.224,88.704,1/24/2019,Cash,84.48,4.761904762,4.224,7.6
832,St. Louis,Male,Health and beauty,12.514,262.794,2/25/2019,Cash,250.28,4.761904762,12.514,9.5
833,St. Louis,Female,Sports and travel,4.74,99.54,1/9/2019,Cash,94.8,4.761904762,4.74,4.1
834,Texas,Male,Health and beauty,4.565,95.865,2/14/2019,Cryptocurrency,91.3,4.761904762,4.565,9.2
835,St. Louis,Female,Home and lifestyle,14.2555,299.3655,3/12/2019,Cryptocurrency,285.11,4.761904762,14.2555,5.4
836,Texas,Male,Fashion accessories,2.619,54.999,3/26/2019,Cash,52.38,4.761904762,2.619,5.8
837,Texas,Male,Fashion accessories,9.635,202.335,1/9/2019,Ewallet,192.7,4.761904762,9.635,5.6
838,St. Louis,Male,Sports and travel,13.389,281.169,1/2/2019,Credit card,267.78,4.761904762,13.389,5.1
839,Phoenix,Male,Electronic accessories,27.935,586.635,1/15/2019,Cash,558.7,4.761904762,27.935,5.8
840,Phoenix,Female,Sports and travel,8.766,184.086,1/1/2019,Ewallet,175.32,4.761904762,8.766,5
841,Texas,Male,Fashion accessories,7.791,163.611,2/15/2019,Cash,155.82,4.761904762,7.791,7.9
842,St. Louis,Male,Electronic accessories,3.015,63.315,2/28/2019,Cash,60.3,4.761904762,3.015,6
843,Texas,Female,Sports and travel,3.947,82.887,3/2/2019,Credit card,78.94,4.761904762,3.947,5
844,Phoenix,Female,Food and beverages,1.487,31.227,2/13/2019,Credit card,29.74,4.761904762,1.487,8.9
845,Texas,Male,Fashion accessories,1.066,22.386,1/26/2019,Cash,21.32,4.761904762,1.066,5.9
846,Texas,Male,Electronic accessories,14.067,295.407,1/30/2019,Credit card,281.34,4.761904762,14.067,5.9
847,Texas,Male,Electronic accessories,3.663,76.923,1/27/2019,Cryptocurrency,73.26,4.761904762,3.663,9.7
848,Phoenix,Female,Sports and travel,1.119,23.499,1/30/2019,Credit card,22.38,4.761904762,1.119,8.6
849,Phoenix,Female,Food and beverages,32.796,688.716,1/8/2019,Cash,655.92,4.761904762,32.796,4
850,Texas,Female,Fashion accessories,29.73,624.33,1/19/2019,Cash,594.6,4.761904762,29.73,4.2
851,Texas,Male,Fashion accessories,3.705,77.805,1/25/2019,Cash,74.1,4.761904762,3.705,9.2
852,Texas,Female,Fashion accessories,9.848,206.808,2/19/2019,Ewallet,196.96,4.761904762,9.848,9.2
853,Phoenix,Male,Health and beauty,18.6165,390.9465,1/14/2019,Ewallet,372.33,4.761904762,18.6165,5
854,St. Louis,Female,Electronic accessories,26.395,554.295,2/25/2019,Ewallet,527.9,4.761904762,26.395,10
855,Texas,Female,Health and beauty,23.9875,503.7375,1/23/2019,Ewallet,479.75,4.761904762,23.9875,8.8
856,St. Louis,Female,Fashion accessories,16.4295,345.0195,2/16/2019,Cash,328.59,4.761904762,16.4295,4.2
857,St. Louis,Male,Food and beverages,8.448,177.408,1/1/2019,Cash,168.96,4.761904762,8.448,6.3
858,Texas,Female,Home and lifestyle,5.662,118.902,3/7/2019,Cash,113.24,4.761904762,5.662,8.2
859,St. Louis,Male,Health and beauty,17.277,362.817,2/15/2019,Cash,345.54,4.761904762,17.277,5.1
860,Texas,Female,Food and beverages,21.4335,450.1035,1/23/2019,Cash,428.67,4.761904762,21.4335,5
861,Phoenix,Female,Home and lifestyle,4.3135,90.5835,2/20/2019,Ewallet,86.27,4.761904762,4.3135,7
862,Texas,Male,Sports and travel,1.276,26.796,1/8/2019,Ewallet,25.52,4.761904762,1.276,7.8
863,St. Louis,Female,Home and lifestyle,5.076,106.596,3/17/2019,Credit card,101.52,4.761904762,5.076,4.3
864,St. Louis,Female,Home and lifestyle,17.8745,375.3645,1/12/2019,Cash,357.49,4.761904762,17.8745,7
865,Texas,Female,Electronic accessories,11.9385,250.7085,1/8/2019,Cash,238.77,4.761904762,11.9385,6.6
866,Phoenix,Male,Health and beauty,5.0715,106.5015,1/26/2019,Ewallet,101.43,4.761904762,5.0715,7.3
867,St. Louis,Male,Sports and travel,36.212,760.452,3/15/2019,Credit card,724.24,4.761904762,36.212,6.5
868,Phoenix,Female,Health and beauty,6.282,131.922,1/17/2019,Ewallet,125.64,4.761904762,6.282,4.9
869,Phoenix,Male,Food and beverages,3.6465,76.5765,1/8/2019,Credit card,72.93,4.761904762,3.6465,4.3
870,Texas,Male,Sports and travel,12.918,271.278,1/6/2019,Ewallet,258.36,4.761904762,12.918,9.3
871,Texas,Male,Food and beverages,8.687,182.427,2/16/2019,Credit card,173.74,4.761904762,8.687,7.1
872,Phoenix,Male,Fashion accessories,2.825,59.325,3/13/2019,Ewallet,56.5,4.761904762,2.825,9.6
873,St. Louis,Female,Electronic accessories,10.715,225.015,1/28/2019,Cash,214.3,4.761904762,10.715,6.2
874,Texas,Male,Sports and travel,26.718,561.078,1/18/2019,Cash,534.36,4.761904762,26.718,9.9
875,Texas,Male,Home and lifestyle,4.658,97.818,3/19/2019,Credit card,93.16,4.761904762,4.658,5.9
876,Phoenix,Male,Home and lifestyle,26.104,548.184,3/15/2019,Ewallet,522.08,4.761904762,26.104,6.3
877,Phoenix,Male,Fashion accessories,2.6175,54.9675,2/12/2019,Cash,52.35,4.761904762,2.6175,4
878,St. Louis,Male,Electronic accessories,1.9875,41.7375,2/25/2019,Cash,39.75,4.761904762,1.9875,6.1
879,Texas,Female,Electronic accessories,36.008,756.168,3/21/2019,Credit card,720.16,4.761904762,36.008,4.5
880,St. Louis,Female,Electronic accessories,4.84,101.64,1/19/2019,Ewallet,96.8,4.761904762,4.84,8.6
881,St. Louis,Female,Food and beverages,16.605,348.705,1/8/2019,Ewallet,332.1,4.761904762,16.605,6
882,Phoenix,Female,Fashion accessories,4.072,85.512,3/30/2019,Credit card,81.44,4.761904762,4.072,9.5
883,St. Louis,Male,Sports and travel,15.995,335.895,2/20/2019,Credit card,319.9,4.761904762,15.995,9.9
884,Texas,Female,Home and lifestyle,10.326,216.846,3/30/2019,Ewallet,206.52,4.761904762,10.326,7.5
885,Texas,Female,Food and beverages,8.334,175.014,3/19/2019,Cash,166.68,4.761904762,8.334,7.6
886,Texas,Male,Sports and travel,15.953,335.013,1/13/2019,Cash,319.06,4.761904762,15.953,5
887,Texas,Male,Food and beverages,4.395,92.295,2/5/2019,Ewallet,87.9,4.761904762,4.395,6.7
888,Texas,Female,Electronic accessories,36.735,771.435,3/23/2019,Ewallet,734.7,4.761904762,36.735,9.5
889,Phoenix,Female,Fashion accessories,4.876,102.396,3/13/2019,Ewallet,97.52,4.761904762,4.876,6.8
890,Texas,Male,Sports and travel,38.46,807.66,3/17/2019,Ewallet,769.2,4.761904762,38.46,5.6
891,Phoenix,Female,Health and beauty,20.915,439.215,2/21/2019,Cash,418.3,4.761904762,20.915,7.2
892,St. Louis,Female,Electronic accessories,23.164,486.444,2/7/2019,Cash,463.28,4.761904762,23.164,8.1
893,Phoenix,Female,Fashion accessories,23.1225,485.5725,3/2/2019,Credit card,462.45,4.761904762,23.1225,8.6
894,St. Louis,Male,Electronic accessories,7.095,148.995,3/6/2019,Cash,141.9,4.761904762,7.095,9.4
895,St. Louis,Male,Electronic accessories,15.135,317.835,2/6/2019,Credit card,302.7,4.761904762,15.135,8.9
896,St. Louis,Male,Health and beauty,39.664,832.944,1/28/2019,Credit card,793.28,4.761904762,39.664,4.2
897,Phoenix,Male,Fashion accessories,21.259,446.439,1/18/2019,Ewallet,425.18,4.761904762,21.259,5
898,Phoenix,Female,Food and beverages,14.181,297.801,2/5/2019,Cash,283.62,4.761904762,14.181,8.8
899,Phoenix,Male,Health and beauty,29.96,629.16,3/2/2019,Cash,599.2,4.761904762,29.96,5.3
900,Texas,Male,Food and beverages,15.768,331.128,2/9/2019,Ewallet,315.36,4.761904762,15.768,4.6
901,Phoenix,Female,Electronic accessories,20.178,423.738,1/14/2019,Credit card,403.56,4.761904762,20.178,7.5
902,St. Louis,Male,Home and lifestyle,9.194,193.074,2/9/2019,Ewallet,183.88,4.761904762,9.194,5.1
903,Texas,Female,Health and beauty,6.9325,145.5825,3/26/2019,Credit card,138.65,4.761904762,6.9325,4.2
904,Texas,Male,Food and beverages,4.0355,84.7455,1/28/2019,Cash,80.71,4.761904762,4.0355,8.1
905,Phoenix,Female,Health and beauty,5.832,122.472,2/14/2019,Ewallet,116.64,4.761904762,5.832,6
906,Phoenix,Female,Home and lifestyle,15.676,329.196,3/24/2019,Cash,313.52,4.761904762,15.676,7.9
907,Phoenix,Male,Health and beauty,42.305,888.405,2/9/2019,Credit card,846.1,4.761904762,42.305,8.8
908,St. Louis,Female,Health and beauty,20.72,435.12,3/24/2019,Credit card,414.4,4.761904762,20.72,6.6
909,Texas,Female,Food and beverages,7.954,167.034,3/27/2019,Ewallet,159.08,4.761904762,7.954,6.2
910,St. Louis,Female,Home and lifestyle,24.505,514.605,1/27/2019,Credit card,490.1,4.761904762,24.505,4.2
911,St. Louis,Female,Food and beverages,4.3725,91.8225,3/27/2019,Credit card,87.45,4.761904762,4.3725,7.3
912,Phoenix,Female,Electronic accessories,11.226,235.746,1/19/2019,Ewallet,224.52,4.761904762,11.226,8.6
913,Texas,Female,Home and lifestyle,37.248,782.208,2/7/2019,Cash,744.96,4.761904762,37.248,6.8
914,Texas,Male,Fashion accessories,20.536,431.256,1/31/2019,Ewallet,410.72,4.761904762,20.536,7.6
915,Texas,Female,Food and beverages,14.94,313.74,2/25/2019,Cash,298.8,4.761904762,14.94,5.8
916,Phoenix,Female,Electronic accessories,10.647,223.587,2/2/2019,Cash,212.94,4.761904762,10.647,4.1
917,Phoenix,Male,Sports and travel,2.1425,44.9925,3/14/2019,Credit card,42.85,4.761904762,2.1425,9.3
918,Texas,Female,Fashion accessories,18.934,397.614,3/11/2019,Cash,378.68,4.761904762,18.934,6.8
919,St. Louis,Male,Home and lifestyle,10.3455,217.2555,2/22/2019,Ewallet,206.91,4.761904762,10.3455,8.7
920,St. Louis,Female,Electronic accessories,3.939,82.719,3/2/2019,Ewallet,78.78,4.761904762,3.939,6.3
921,Phoenix,Female,Home and lifestyle,16.1055,338.2155,3/10/2019,Credit card,322.11,4.761904762,16.1055,5.1
922,St. Louis,Female,Home and lifestyle,4.911,103.131,2/8/2019,Cash,98.22,4.761904762,4.911,7
923,Phoenix,Female,Home and lifestyle,1.273,26.733,2/22/2019,Credit card,25.46,4.761904762,1.273,5.2
924,Phoenix,Female,Sports and travel,29.099,611.079,1/10/2019,Credit card,581.98,4.761904762,29.099,6.6
925,Phoenix,Female,Sports and travel,10.566,221.886,3/14/2019,Ewallet,211.32,4.761904762,10.566,6.5
926,St. Louis,Female,Electronic accessories,2.756,57.876,1/10/2019,Ewallet,55.12,4.761904762,2.756,9
927,St. Louis,Male,Sports and travel,4.4155,92.7255,2/15/2019,Credit card,88.31,4.761904762,4.4155,5.2
928,Texas,Female,Health and beauty,17.829,374.409,1/13/2019,Credit card,356.58,4.761904762,17.829,6.8
929,St. Louis,Female,Electronic accessories,39.7125,833.9625,2/15/2019,Credit card,794.25,4.761904762,39.7125,7.6
930,St. Louis,Male,Sports and travel,2.531,53.151,3/2/2019,Ewallet,50.62,4.761904762,2.531,7.2
931,St. Louis,Male,Home and lifestyle,29.976,629.496,3/24/2019,Ewallet,599.52,4.761904762,29.976,7.1
932,Phoenix,Female,Fashion accessories,8.335,175.035,2/2/2019,Credit card,166.7,4.761904762,8.335,9.5
933,Texas,Female,Food and beverages,37.22,781.62,2/27/2019,Ewallet,744.4,4.761904762,37.22,5.1
934,Phoenix,Male,Health and beauty,22.428,470.988,1/20/2019,Ewallet,448.56,4.761904762,22.428,7.6
935,St. Louis,Female,Home and lifestyle,18.945,397.845,1/3/2019,Ewallet,378.9,4.761904762,18.945,9.8
936,Phoenix,Male,Home and lifestyle,12.858,270.018,1/24/2019,Ewallet,257.16,4.761904762,12.858,5.1
937,Phoenix,Female,Health and beauty,27.6115,579.8415,1/5/2019,Ewallet,552.23,4.761904762,27.6115,7.5
938,Texas,Female,Sports and travel,22.37,469.77,3/30/2019,Cash,447.4,4.761904762,22.37,7.4
939,Texas,Female,Health and beauty,13.8135,290.0835,2/17/2019,Cash,276.27,4.761904762,13.8135,4.2
940,Phoenix,Female,Food and beverages,17.187,360.927,3/21/2019,Ewallet,343.74,4.761904762,17.187,5.9
941,Texas,Male,Food and beverages,13.304,279.384,3/2/2019,Ewallet,266.08,4.761904762,13.304,6.9
942,Phoenix,Male,Fashion accessories,44.919,943.299,3/27/2019,Cash,898.38,4.761904762,44.919,6.6
943,Texas,Female,Home and lifestyle,22.84,479.64,1/19/2019,Ewallet,456.8,4.761904762,22.84,5.7
944,Texas,Male,Health and beauty,12.6975,266.6475,2/19/2019,Credit card,253.95,4.761904762,12.6975,5.3
945,Texas,Male,Health and beauty,3.528,74.088,3/28/2019,Cash,70.56,4.761904762,3.528,4.2
946,Texas,Female,Electronic accessories,32.858,690.018,1/5/2019,Credit card,657.16,4.761904762,32.858,7.3
947,Phoenix,Male,Electronic accessories,8.425,176.925,3/26/2019,Credit card,168.5,4.761904762,8.425,5.3
948,St. Louis,Male,Fashion accessories,2.689,56.469,2/3/2019,Ewallet,53.78,4.761904762,2.689,4.7
949,Phoenix,Male,Home and lifestyle,8.9525,188.0025,2/6/2019,Ewallet,179.05,4.761904762,8.9525,7.9
950,St. Louis,Female,Food and beverages,10.572,222.012,2/24/2019,Ewallet,211.44,4.761904762,10.572,8.9
951,St. Louis,Male,Health and beauty,5.9865,125.7165,2/21/2019,Ewallet,119.73,4.761904762,5.9865,9.3
952,St. Louis,Female,Home and lifestyle,3.285,68.985,1/9/2019,Ewallet,65.7,4.761904762,3.285,4.7
953,St. Louis,Female,Food and beverages,12.57,263.97,2/25/2019,Ewallet,251.4,4.761904762,12.57,8.7
954,Phoenix,Female,Food and beverages,4.208,88.368,1/13/2019,Cash,84.16,4.761904762,4.208,7.6
955,St. Louis,Male,Home and lifestyle,19.773,415.233,2/9/2019,Cash,395.46,4.761904762,19.773,5.7
956,Texas,Female,Fashion accessories,14.8995,312.8895,1/6/2019,Cash,297.99,4.761904762,14.8995,6.8
957,Phoenix,Male,Food and beverages,22.7205,477.1305,1/10/2019,Cash,454.41,4.761904762,22.7205,5.4
958,St. Louis,Male,Electronic accessories,13.806,289.926,2/7/2019,Cash,276.12,4.761904762,13.806,7.1
959,Phoenix,Female,Home and lifestyle,7.9,165.9,1/9/2019,Cash,158,4.761904762,7.9,7.8
960,Texas,Female,Food and beverages,44.397,932.337,2/19/2019,Cash,887.94,4.761904762,44.397,8.4
961,Phoenix,Male,Fashion accessories,4.599,96.579,3/18/2019,Cash,91.98,4.761904762,4.599,9.8
962,Texas,Male,Electronic accessories,2.089,43.869,2/5/2019,Cash,41.78,4.761904762,2.089,9.8
963,Texas,Female,Fashion accessories,0.775,16.275,3/19/2019,Credit card,15.5,4.761904762,0.775,7.4
964,Phoenix,Male,Electronic accessories,14.523,304.983,3/30/2019,Cash,290.46,4.761904762,14.523,6.7
965,St. Louis,Male,Food and beverages,3.333,69.993,1/26/2019,Credit card,66.66,4.761904762,3.333,6.4
966,St. Louis,Female,Electronic accessories,3.827,80.367,3/2/2019,Credit card,76.54,4.761904762,3.827,5.8
967,Texas,Female,Home and lifestyle,14.985,314.685,3/4/2019,Ewallet,299.7,4.761904762,14.985,7.2
968,Texas,Male,Home and lifestyle,12.1515,255.1815,1/13/2019,Credit card,243.03,4.761904762,12.1515,9.3
969,Texas,Female,Health and beauty,2.37,49.77,3/25/2019,Cash,47.4,4.761904762,2.37,9.5
970,St. Louis,Female,Electronic accessories,8.6225,181.0725,3/11/2019,Credit card,172.45,4.761904762,8.6225,9
971,St. Louis,Female,Food and beverages,42.315,888.615,1/1/2019,Credit card,846.3,4.761904762,42.315,9
